datetime,participate,Star,Fork,IssueComment,OpenIssue,ClosedIssue,PROpen,PRdeclined,PRMerged,commits,CodeAddedLines,CodeDeletedLines,PRReviewComment
2020-08-09,26,6,1,28,2,2,4,0,2,5,103,19,3
2020-08-10,61,13,6,192,10,7,11,2,11,67,1232,747,42
2020-08-11,77,26,3,177,17,5,16,3,15,92,2181,602,55
2020-08-12,82,24,12,121,14,8,8,2,5,51,1282,102,43
2020-08-13,86,20,13,144,11,12,19,3,5,39,251,97,40
2020-08-14,79,21,14,150,8,10,18,5,9,27,395,50,54
2020-08-15,30,14,9,8,0,0,1,0,0,0,0,0,5
2020-08-16,37,9,19,10,0,0,3,0,0,0,0,0,0
2020-08-17,70,21,4,122,14,2,16,2,3,15,204,3,44
2020-08-18,71,19,6,242,6,9,15,1,13,100,1197,331,46
2020-08-19,75,14,6,313,12,11,22,4,14,134,1414,525,89
2020-08-20,67,21,4,229,16,8,21,5,19,90,1217,462,44
2020-08-21,48,10,3,89,10,5,10,3,8,58,584,267,14
2020-08-23,3,2,0,1,0,0,0,0,0,0,0,0,0
2020-08-24,67,21,3,241,15,9,22,4,11,73,1795,693,10
2020-08-25,76,20,1,329,12,31,21,6,29,211,1417,483,61
2020-08-26,65,15,2,406,14,31,40,2,31,183,2269,483,41
2020-08-27,68,14,4,387,17,19,31,9,26,198,2188,305,51
2020-08-28,67,12,2,222,7,16,31,30,9,76,770,175,36
2020-08-29,28,19,1,13,0,2,2,0,3,17,88,23,1
2020-08-30,29,16,1,15,4,2,2,1,2,17,49,4,0
2020-08-31,69,18,2,263,10,7,21,1,12,67,561,378,30
2020-09-01,76,18,5,576,23,15,32,8,55,322,6418,1256,52
2020-09-02,70,14,3,632,14,22,30,27,29,157,1749,824,43
2020-09-03,81,17,5,485,18,13,27,5,35,194,3325,1053,30
2020-09-04,75,15,3,272,12,12,17,2,24,120,1937,544,51
2020-09-05,38,13,1,97,0,2,7,2,10,41,444,35,39
2020-09-06,24,5,3,47,2,0,4,0,0,0,0,0,3
2020-09-07,81,14,3,345,7,10,21,6,17,121,896,233,74
2020-09-08,87,17,7,495,12,14,31,10,29,155,1219,604,92
2020-09-09,72,13,3,300,6,16,12,2,22,298,3065,534,41
2020-09-10,69,7,0,243,12,11,17,4,10,94,786,142,60
2020-09-11,76,14,4,224,6,10,14,2,10,69,806,283,37
2020-09-12,32,11,5,24,0,0,1,0,1,7,13,3,3
2020-09-13,27,14,3,35,1,0,3,1,0,0,0,0,4
